Julian Date,Target Intensity,Target Intensity Uncertainty,Target magnitude,target magnitude uncertainty,Reference Intensity,Reference Intensity Uncertainty,Reference magnitude,Reference magnitude uncertainty,Check1 Intensity,Check1 Intensity Uncertainty,Check1 magnitude,Check1 magnitude uncertainty,Check2 Intensity,Check2 Intensity Uncertainty,Check2 magnitude,Check2 magnitude uncertainty,Relative Target Mag,Relative Check1 Mag,Relative Check2 Mag,,rel V mag,B-V,ref mag real,real target mag B,real ch1 mag,real ch2 mag,real targ mag V,B-v real,B-Verror,SNR(Target),SNR(ref),Error on flux(target),error on flux(ref),error on ref (SIMBAD),Error on target mag B,,error on target mag V
2459635.497,181568,468.966,-13.1476,0.0028,36625.6,273.838,-11.4095,0.0081,30233.4,271.763,-11.2012,0.0098,3657.6,195.577,-8.908,0.0581,-1.7381,0.2083,2.5015,,-1.4246,-0.3135,,10.0918636,12.0382444,14.33147135,9.495276392,0.596587203,0.147985789,387.1666603,133.749151,0.002804994,0.008119678,,0.130283526,,0.070185445
2459635.499,179154,466.825,-13.1331,0.0028,36716.2,274.003,-11.4121,0.0081,29895.3,251.62,-11.189,0.0091,3620.92,204.843,-8.897,0.0614,-1.721,0.2231,2.5151,,-1.4275,-0.2935,,10.10907804,12.05313703,14.34509699,9.502802988,0.606275056,0.147982246,383.7712205,133.9992628,0.002829811,0.008104522,,0.130283119,,0.07017873
2459635.5,175813,457.438,-13.1126,0.0028,35957.2,272.696,-11.3895,0.0082,29796.9,260.987,-11.1854,0.0095,3507.84,204.675,-8.8626,0.0633,-1.7231,0.2041,2.5269,,-1.4147,-0.3084,,10.1068372,12.03403696,14.35686522,9.507897126,0.598940076,0.147989886,384.3427962,131.8581864,0.002825603,0.008236121,,0.13029128,,0.070179689
2459635.501,175152,462.028,-13.1085,0.0029,35888.6,272.53,-11.3874,0.0082,29502.9,260.466,-11.1747,0.0096,3217.88,203.911,-8.7689,0.0688,-1.7211,0.2127,2.6185,,-1.4072,-0.3139,,10.10885354,12.04272952,14.44846668,9.536514819,0.572338721,0.147992019,379.0939077,131.6867868,0.002864726,0.008246841,,0.130292813,,0.070181341
2459635.503,172781,459.576,-13.0937,0.0029,35923.9,272.513,-11.3885,0.0082,29523.5,261.334,-11.1754,0.0096,3494.56,204.697,-8.8585,0.0636,-1.7052,0.2131,2.53,,-1.4021,-0.3031,,10.12471874,12.04303909,14.35997744,9.546144115,0.578574624,0.147992378,375.9574042,131.8245368,0.002888625,0.008238224,,0.130292795,,0.07018213
2459635.508,167238,447.945,-13.0583,0.0029,36144.6,282.474,-11.3951,0.0085,29669.6,270.771,-11.1808,0.0099,3608.48,204.866,-8.8933,0.0616,-1.6632,0.2143,2.5018,,-1.3735,-0.2897,,10.16677114,12.04432933,14.3317978,9.549634581,0.617136563,0.148007078,373.3449419,127.9572633,0.002908838,0.008487209,,0.130309225,,0.070182627
2459635.51,165487,451.471,-13.0469,0.003,36327.7,264.093,-11.4006,0.0079,29697.7,270.869,-11.1818,0.0099,3141.2,203.832,-8.7427,0.0705,-1.6463,0.2188,2.6579,,-1.3638,-0.2825,,10.18368505,12.04878772,14.48785578,9.564043364,0.619641684,0.147972703,366.5506755,137.5564669,0.002962755,0.00789494,,0.130273205,,0.070177012
2459635.511,164403,456.153,-13.0398,0.003,35899.4,272.55,-11.3877,0.0082,29658.2,260.764,-11.1804,0.0095,3475.2,207.599,-8.8524,0.0649,-1.6521,0.2073,2.5353,,-1.3604,-0.2917,,10.17794363,12.037356,14.36526847,9.559473798,0.618469832,0.147999166,360.411967,131.7167492,0.003013218,0.008244965,,0.130296043,,0.070190414
2459635.512,162862,443.077,-13.0295,0.003,35613.2,271.983,-11.379,0.0083,30148.6,261.787,-11.1982,0.0094,3406.56,191.895,-8.8308,0.0612,-1.6505,0.1808,2.5482,,-1.346,-0.3045,,10.17947809,12.01085962,14.37823739,9.573171055,0.606307032,0.147995416,367.5704223,130.939066,0.002954536,0.008293934,,0.130297807,,0.070179232
2459635.513,81555.7,346.291,-12.2786,0.0046,18318.8,237.984,-10.6572,0.0141,15049,220.195,-10.4438,0.0159,1473,186.738,-7.9205,0.1376,-1.6214,0.2134,2.7367,,-1.3505,-0.2709,,10.20860675,12.04347345,14.56673569,9.575037781,0.633568973,0.148478944,235.5120405,76.97492268,0.004611229,0.014108491,,0.130844614,,0.070183215
2459635.514,159430,446.152,-13.0064,0.003,36156.3,272.939,-11.3955,0.0082,29664.4,260.818,-11.1806,0.0095,3501.24,204.604,-8.8606,0.0634,-1.6109,0.2149,2.5349,,-1.3368,-0.2741,,10.21903484,12.04487103,14.36490525,9.588821657,0.630213181,0.14799557,357.3445821,132.4702589,0.003039083,0.008198067,,0.130293685,,0.070187209
2459635.515,158392,443.595,-12.9993,0.003,36099,272.834,-11.3937,0.0082,29226.9,260.064,-11.1645,0.0097,3599.8,204.845,-8.8907,0.0618,-1.6056,0.2292,2.503,,-1.335,-0.2706,,10.22440482,12.05928104,14.333042,9.591621602,0.63278322,0.147999707,357.0644394,132.3112222,0.003041468,0.008207921,,0.130294361,,0.070194678
2459635.516,157343,436.739,-12.9921,0.003,35683,272.071,-11.3812,0.0083,29396.9,260.305,-11.1708,0.0096,3838.68,193.118,-8.9605,0.0546,-1.6109,0.2104,2.4207,,-1.3211,-0.2898,,10.21903483,12.04039956,14.25069862,9.590846514,0.62818832,0.148000344,360.267803,131.1532651,0.003014424,0.008280389,,0.130298318,,0.070188676
2459635.518,156114,441.019,-12.9836,0.0031,35527.8,271.745,-11.3764,0.0083,29479.1,260.42,-11.1738,0.0096,3480.88,204.5,-8.8542,0.0638,-1.6072,0.2026,2.5222,,-1.3184,-0.2888,,10.22281616,12.03263524,14.35219816,9.600024253,0.622791907,0.148006535,353.984749,130.73948,0.003067929,0.008306596,,0.130301235,,0.070196315
2459635.519,155283,440.05,-12.9778,0.0031,35447.4,281.148,-11.374,0.0086,29427.1,260.363,-11.1719,0.0096,3363.2,216.76,-8.8169,0.07,-1.6038,0.2021,2.5571,,-1.3191,-0.2847,,10.22615118,12.0320923,14.38707923,9.597734056,0.628417127,0.148022426,352.8758096,126.0809253,0.00307757,0.008613515,,0.130321388,,0.07019241
2459635.52,154253,444.831,-12.9706,0.0031,35309.4,271.506,-11.3697,0.0083,29213,259.994,-11.1639,0.0097,3485,192.1,-8.8555,0.0598,-1.6009,0.2058,2.5142,,-1.31,-0.2909,,10.2291418,12.03578545,14.34421889,9.609052074,0.620089722,0.148007205,346.7676488,130.0501646,0.00313178,0.008350624,,0.130305568,,0.070189683
2459635.521,153096,437.635,-12.9624,0.0031,35380.1,262.293,-11.3719,0.008,28867.8,259.244,-11.151,0.0097,3565.76,217.227,-8.8804,0.0661,-1.5905,0.2209,2.4915,,-1.3123,-0.2782,,10.23948803,12.05086342,14.32151737,9.605484973,0.634003058,0.147989992,349.825768,134.8877019,0.003104403,0.008051142,,0.130286063,,0.070189598
2459635.522,150017,428.27,-12.9404,0.0031,34893.8,270.864,-11.3569,0.0084,28821.2,259.239,-11.1493,0.0098,2970.72,190.858,-8.6822,0.0698,-1.5835,0.2076,2.6747,,-1.3009,-0.2826,,10.24651948,12.03759052,14.50471637,9.624284549,0.622234929,0.148010617,350.2860345,128.8240593,0.003100323,0.008430102,,0.130309933,,0.070188775
2459635.524,148754,432.543,-12.9312,0.0032,35117.6,271.071,-11.3638,0.0084,28666,258.897,-11.1434,0.0098,3164.68,203.726,-8.7508,0.0699,-1.5674,0.2204,2.613,,-1.3046,-0.2628,,10.26264044,12.05039433,14.44298756,9.614302493,0.648337944,0.148013177,343.9056926,129.5512984,0.003157842,0.00838278,,0.130308261,,0.070197276
2459635.525,148249,438.031,-12.9275,0.0032,35429.4,271.727,-11.3734,0.0083,28598,258.68,-11.1408,0.0098,3022.88,190.843,-8.7011,0.0685,-1.5541,0.2326,2.6723,,-1.2857,-0.2684,,10.27593006,12.06257034,14.50235723,9.604680485,0.671249578,0.148010452,338.4440827,130.3860124,0.003208802,0.008329114,,0.130306065,,0.070195607
2459635.549,148912,427.023,-12.9323,0.0031,34648.5,270.163,-11.3492,0.0085,28697.7,258.958,-11.1446,0.0098,3023.52,190.794,-8.7013,0.0685,-1.5831,0.2046,2.6479,,-13.3466,11.7635,,10.24688685,12.03459337,14.47792898,9.607950747,0.638936107,0.148016608,348.7212633,128.2503526,0.003114235,0.008467813,,0.13031271,,0.070196253
2459635.55,150440,428.809,-12.9434,0.0031,34777.6,270.525,-11.3532,0.0084,28303.6,248.437,-11.1296,0.0095,3482.6,204.505,-8.8548,0.0638,-1.5902,0.2236,2.4984,,-1.2957,-0.2945,,10.23984071,12.05364483,14.32849003,9.581884507,0.657956201,0.148015283,350.8321887,128.555956,0.003095497,0.008447683,,0.130310957,,0.070196713
2459635.551,151493,435.698,-12.951,0.0031,34762.2,261.149,-11.3528,0.0082,28276.3,258.101,-11.1286,0.0099,3033.4,203.403,-8.7048,0.0728,-1.5982,0.2242,2.648,,-1.3054,-0.2928,,10.23178672,12.05421168,14.47794393,9.574726342,0.657060378,0.148000248,347.7018485,133.1125143,0.003123366,0.008158512,,0.130293195,,0.070197982
2459635.553,154894,433.949,-12.9751,0.003,34640.2,264.642,-11.349,0.0083,28581.6,258.691,-11.1402,0.0098,3646.8,205.014,-8.9048,0.061,-1.6261,0.2088,2.4442,,-1.302,-0.3241,,10.20386449,12.03873463,14.27417111,9.571821604,0.632042885,0.148004997,356.9405621,130.894567,0.003042523,0.008296754,,0.130300012,,0.070195341
2459635.554,78790.7,334.917,-12.2412,0.0046,17388.7,215.065,-10.6007,0.0134,14357,218.529,-10.3927,0.0165,1403.8,199.413,-7.8683,0.1542,-1.6405,0.208,2.7324,,-1.3282,-0.3123,,10.18948039,12.03800854,14.56240469,9.549699515,0.639780875,0.148419265,235.2544063,80.85323042,0.004616279,0.013431745,,0.130773552,,0.070189431
2459635.555,158936,450.092,-13.0031,0.0031,34461.8,269.817,-11.3433,0.0085,28121.4,257.8,-11.1226,0.01,3361.84,204.209,-8.8164,0.0659,-1.6598,0.2207,2.5269,,-1.3353,-0.3245,,10.1702892,12.05075255,14.35690229,9.521556936,0.648732262,0.148012765,353.1189179,127.722864,0.003075451,0.008502785,,0.130314066,,0.07018563
2459635.556,161996,447.613,-13.0238,0.003,34485.3,269.902,-11.3441,0.0085,28243.6,258.037,-11.1273,0.0099,3388.12,204.382,-8.8249,0.0655,-1.6797,0.2168,2.5192,,-1.3381,-0.3416,,10.15032429,12.04678489,14.34918806,9.506957254,0.643367039,0.14801226,361.9108471,127.769709,0.003000739,0.008499667,,0.130312121,,0.070188177
2459635.557,163579,449.353,-13.0343,0.003,34318.2,269.551,-11.3388,0.0085,27982.1,257.53,-11.1172,0.01,2893.4,203.168,-8.6535,0.0762,-1.6955,0.2216,2.6853,,-1.3603,-0.3352,,10.13449238,12.05161049,14.51529006,9.481423982,0.653068398,0.148015486,364.0322864,127.3161665,0.002983252,0.008529946,,0.130313698,,0.070192052
2459635.558,168377,460.46,-13.0657,0.003,34177.4,269.372,-11.3343,0.0086,28313.5,258.258,-11.13,0.0099,2959.32,191.728,-8.678,0.0703,-1.7314,0.2043,2.6563,,-1.3884,-0.343,,10.09864063,12.03436366,14.48636773,9.45936115,0.639279484,0.148011198,365.6712852,126.878072,0.00296988,0.008559399,,0.130315323,,0.070179992
2459635.559,173308,460.173,-13.097,0.0029,34152,278.88,-11.3335,0.0089,27897.6,257.538,-11.1139,0.01,3330.84,191.648,-8.8064,0.0625,-1.7635,0.2196,2.5271,,-1.403,-0.3605,,10.06649383,12.04962325,14.35715593,9.441189999,0.625303829,0.148031333,376.6148818,122.4612737,0.002883582,0.00886811,,0.130334026,,0.070187729
2459635.56,178139,465.32,-13.1269,0.0028,34227.4,260.235,-11.3359,0.0083,28030.6,257.624,-11.1191,0.01,3133.44,203.813,-8.7401,0.0706,-1.791,0.2168,2.5958,,-1.4286,-0.3624,,10.03903725,12.04685379,14.42588132,9.402630169,0.636407082,0.147993855,382.8311699,131.5249678,0.00283676,0.008256987,,0.130292843,,0.070185157
2459635.562,183050,470.521,-13.1564,0.0028,34288.6,279.124,-11.3379,0.0088,27664.8,257.043,-11.1048,0.0101,3375.72,204.297,-8.8209,0.0657,-1.8185,0.2331,2.517,,-1.4506,-0.3679,,10.01145005,12.06305555,14.34695834,9.368522223,0.642927828,0.14802991,389.0368336,122.8436107,0.002791509,0.008840509,,0.130330147,,0.07019193
2459635.563,189933,483.249,-13.1965,0.0028,34331.7,269.576,-11.3392,0.0085,27839.8,247.58,-11.1117,0.0097,3058.56,216.173,-8.7138,0.0767,-1.8573,0.2275,2.6254,,-1.4688,-0.3885,,9.972737202,12.05757299,14.45544576,9.345851407,0.626885795,0.148002681,393.0334051,127.3544381,0.002763124,0.008527382,,0.130308676,,0.070174372
2459635.564,195502,489.081,-13.2279,0.0027,33672,268.391,-11.3182,0.0087,27436.7,258.957,-11.0958,0.0102,3048.76,216.151,-8.7103,0.077,-1.9097,0.2224,2.6079,,-1.5074,-0.4023,,9.92029427,12.0523426,14.43786419,9.297504922,0.622789348,0.14801453,399.7333775,125.4587523,0.002716811,0.008656231,,0.130316198,,0.070185395
2459635.565,203000,496.172,-13.2687,0.0027,33898.8,288.396,-11.3255,0.0092,27506.6,256.605,-11.0986,0.0101,3089.48,203.596,-8.7247,0.0715,-1.9432,0.2269,2.6008,,-1.5415,-0.4017,,9.886720717,12.05686853,14.43074734,9.261943736,0.624776981,0.14805389,409.132317,117.5425457,0.002654398,0.009239208,,0.130354934,,0.070196477
2459635.566,211226,510.336,-13.3119,0.0026,33933.3,259.52,-11.3266,0.0083,27830,257.364,-11.1113,0.01,2835.2,214.527,-8.6315,0.0822,-1.9853,0.2153,2.6951,,-1.5642,-0.4211,,9.844696805,12.04528223,14.52510599,9.234894108,0.609802697,0.147994339,413.8959431,130.7540845,0.002623848,0.008305668,,0.130291476,,0.070188715
2459635.567,218463,506.801,-13.3484,0.0025,34028.2,269.095,-11.3296,0.0086,27094.2,255.844,-11.0822,0.0103,3152.6,203.696,-8.7467,0.0701,-2.0188,0.2474,2.5829,,-1.6125,-0.4063,,9.811152709,12.07740661,14.41292526,9.211357851,0.599794858,0.148005769,431.0626854,126.4542262,0.002519355,0.008588088,,0.130307722,,0.070182657
2459635.568,225818,519.125,-13.3844,0.0025,33694.2,268.391,-11.3189,0.0086,27847.8,267.338,-11.112,0.0104,2867.16,190.586,-8.6436,0.0722,-2.0655,0.2069,2.6753,,-1.6481,-0.4174,,9.764491482,12.03691065,14.50525805,9.18206786,0.582423622,0.148008951,434.9973513,125.5414675,0.002496567,0.008650528,,0.130311413,,0.070182513
2459635.57,232587,520.549,-13.4165,0.0024,33843.6,278.326,-11.3237,0.0089,27441.8,256.609,-11.096,0.0102,2604.76,189.795,-8.5394,0.0791,-2.0928,0.2277,2.7843,,-1.6751,-0.4177,,9.737227791,12.0576599,14.6142721,9.161535372,0.575692419,0.148021536,446.810963,121.5969762,0.002430558,0.008931143,,0.130329095,,0.070176221
2459635.571,238044,530.794,-13.4416,0.0024,33381.4,267.808,-11.3088,0.0087,27524.2,256.639,-11.0993,0.0101,2973.32,215.859,-8.6831,0.0788,-2.1328,0.2095,2.6257,,-1.6987,-0.4341,,9.697118269,12.0394746,14.45565724,9.152811555,0.544306714,0.14801476,448.4677672,124.6467619,0.002421579,0.008712621,,0.130314135,,0.070189709
2459635.572,243893,531.297,-13.468,0.0024,34500.6,279.594,-11.3446,0.0088,27154.3,255.918,-11.0846,0.0102,3009.36,203.344,-8.6962,0.0734,-2.1234,0.26,2.6484,,-1.728,-0.3954,,9.70656828,12.08997009,14.47838126,9.142044828,0.564523453,0.148017801,459.0520933,123.3953518,0.002365745,0.00880098,,0.130319047,,0.070187003
2459635.573,244407,536.684,-13.4703,0.0024,33525.6,277.754,-11.3134,0.009,27915.7,261.529,-11.1146,0.0102,2977.64,203.266,-8.6847,0.0741,-2.1569,0.1988,2.6287,,-1.7485,-0.4084,,9.673157297,12.02882009,14.45876092,9.137288957,0.53586834,0.148032018,455.4020615,120.7024921,0.002384706,0.008997329,,0.1303328,,0.07019145
2459635.574,245721,528.335,-13.4761,0.0023,34389.5,269.724,-11.3411,0.0085,27565.1,256.892,-11.1009,0.0101,3271.68,203.988,-8.7869,0.0677,-2.135,0.2402,2.5542,,-1.7572,-0.3778,,9.694958969,12.07016572,14.38413761,9.132748548,0.562210421,0.147998969,465.0855991,127.4988507,0.002335054,0.008517724,,0.13029967,,0.070183267
2459635.576,247913,539.94,-13.4858,0.0024,33731,278.079,-11.3201,0.009,27081.6,255.732,-11.0817,0.0103,2896.04,203.011,-8.6545,0.0761,-2.1657,0.2384,2.6656,,-1.7679,-0.3978,,9.66432479,12.06838724,14.49556165,9.130711578,0.533613211,0.148028993,459.1491647,121.3000622,0.002365244,0.008953004,,0.130329393,,0.070191397
2459635.577,247746,534.89,-13.485,0.0023,33980.3,269.006,-11.3281,0.0086,27050.3,255.714,-11.0804,0.0103,2979.64,203.435,-8.6854,0.0741,-2.1569,0.2477,2.6427,,-1.7727,-0.3842,,9.673051394,12.07763781,14.47265853,9.127831977,0.545219417,0.148008356,463.1718671,126.3180003,0.002344702,0.00859735,,0.130305073,,0.070193029
2459635.578,244845,534.973,-13.4722,0.0024,33388,267.903,-11.309,0.0087,27497.7,256.588,-11.0982,0.0101,2892.76,215.848,-8.6533,0.081,-2.1632,0.2108,2.6557,,-1.7773,-0.3859,,9.666747913,12.04073509,14.485695,9.143018918,0.523728994,0.148013426,457.6773033,124.6271972,0.002372851,0.008713989,,0.13031333,,0.070188391
2459635.579,240230,527.797,-13.4516,0.0024,32901.9,266.911,-11.2931,0.0088,26963.1,255.544,-11.0769,0.0103,3239.56,203.91,-8.7762,0.0683,-2.1585,0.2162,2.5169,,-1.7793,-0.3792,,9.671484342,12.04612789,14.34683738,9.151642786,0.519841556,0.148060765,455.1560543,123.2691796,0.002385995,0.008809988,,0.130320025,,0.070275751
2459635.58,241068,523.896,-13.4554,0.0024,33046.6,267.182,-11.2978,0.0088,27187.1,255.982,-11.0859,0.0102,3162,216.354,-8.7499,0.0743,-2.1576,0.2119,2.5479,,-1.7822,-0.3754,,9.672468047,12.04190975,14.3779123,9.159398935,0.513069112,0.148016712,460.1447616,123.6857273,0.002360127,0.008780318,,0.130317551,,0.070187484
2459635.581,241197,528.775,-13.4559,0.0024,33363.6,277.463,-11.3082,0.009,26795,255.302,-11.0701,0.0103,3459.12,217.156,-8.8474,0.0682,-2.1477,0.2381,2.4608,,-1.767,-0.3807,,9.68225251,12.06804786,14.29076819,9.169920686,0.512331824,0.148032884,456.142972,120.2452219,0.002380832,0.009031544,,0.130335096,,0.070189013
2459635.583,237434,525.142,-13.4389,0.0024,33424.6,267.888,-11.3102,0.0087,26896.9,255.501,-11.0743,0.0103,3307.92,204.131,-8.7989,0.067,-2.1287,0.2359,2.5113,,-1.7584,-0.3703,,9.701308274,12.06590998,14.34127805,9.164900877,0.536407397,0.148013328,452.1329469,124.7707997,0.002401948,0.00870396,,0.130313193,,0.07018844
2459635.584,233357,521.267,-13.4201,0.0024,33144.5,277.159,-11.301,0.0091,27039.8,265.775,-11.08,0.0107,3220.64,203.917,-8.7699,0.0687,-2.1191,0.221,2.5311,,-1.7506,-0.3685,,9.710976597,12.05101999,14.36117322,9.190948012,0.520028585,0.148037156,447.6726898,119.5865911,0.002425879,0.009081286,,0.130339383,,0.070190062
2459635.585,229601,517.716,-13.4024,0.0024,32979.9,276.861,-11.2956,0.0091,26396.1,244.607,-11.0538,0.0101,2982.8,191.789,-8.6866,0.0698,-2.1068,0.2418,2.609,,-1.7401,-0.3667,,9.723188898,12.07177392,14.439063,9.196450211,0.526738687,0.148040725,443.4883218,119.1207862,0.002448768,0.009116797,,0.13034229,,0.070192192
2459635.586,227938,516.063,-13.3945,0.0025,33384.2,277.545,-11.3089,0.009,27084.4,237.179,-11.0818,0.0095,3425.68,204.692,-8.8369,0.0649,-2.0856,0.2271,2.472,,-1.7451,-0.3405,,9.7443106,12.05705439,14.30198545,9.197735865,0.546574736,0.14803516,441.6863833,120.2839179,0.002458758,0.009028638,,0.130336341,,0.070191502
2459635.587,225780,519.088,-13.3842,0.0025,33000.1,266.33,-11.2963,0.0088,26845,265.551,-11.0722,0.0107,3718,205.187,-8.9258,0.0599,-2.0879,0.2241,2.3705,,-1.719,-0.3689,,9.742074468,12.05412962,14.20051468,9.215911532,0.526162936,0.148020331,434.9551521,123.9068073,0.002496809,0.008764652,,0.130319044,,0.070192345
2459635.588,220076,503.861,-13.3564,0.0025,33342.6,258.454,-11.3075,0.0084,26300.8,254.419,-11.0499,0.0105,3139.92,202.661,-8.7423,0.0701,-2.0489,0.2576,2.5652,,-1.7136,-0.3353,,9.781066946,12.08757626,14.3952022,9.237769259,0.543297687,0.148004801,436.7791911,129.0078699,0.002486382,0.008418091,,0.130295995,,0.070202384
2459635.59,215376,503.702,-13.333,0.0025,32360.1,256.547,-11.275,0.0086,26220.3,244.287,-11.0466,0.0101,3072.96,191.075,-8.7189,0.0675,-2.058,0.2284,2.5561,,-1.7123,-0.3457,,9.77203137,12.0584305,14.38613237,9.251572359,0.520459011,0.148017238,427.5861521,126.1371211,0.002539839,0.008609678,,0.130309544,,0.070203457
2459635.591,212025,500.386,-13.316,0.0026,32282.8,265.749,-11.2724,0.0089,26867.2,265.64,-11.0731,0.0107,2879.88,215.701,-8.6484,0.0813,-2.0436,0.1993,2.624,,-1.6941,-0.3495,,9.786460309,12.02937197,14.45399201,9.256895664,0.529564645,0.148036991,423.7228859,121.478538,0.002562996,0.008939851,,0.130332229,,0.070202996
2459635.592,209724,498.104,-13.3041,0.0026,32694.1,257.121,-11.2862,0.0085,26186.7,254.107,-11.0452,0.0105,2657.52,215.127,-8.5612,0.0879,-2.0179,0.241,2.725,,-1.6723,-0.3456,,9.812053136,12.07097153,14.55498211,9.274627188,0.537425947,0.148014909,421.0446011,127.1545304,0.002579299,0.008540789,,0.130305786,,0.070205522
2459635.593,205766,494.183,-13.2834,0.0026,32243.4,256.243,-11.2711,0.0086,26887.6,265.631,-11.0739,0.0107,3145.24,203.733,-8.7441,0.0703,-2.0123,0.1972,2.527,,-1.6584,-0.3539,,9.81766804,12.02722198,14.3569676,9.281108987,0.536559053,0.148020899,416.3761198,125.8313398,0.002608219,0.0086306,,0.130312279,,0.0702061
2459635.594,201171,494.765,-13.2589,0.0027,32385.4,256.634,-11.2759,0.0086,26195.9,264.231,-11.0456,0.011,3339.2,204.317,-8.8091,0.0664,-1.983,0.2303,2.4668,,-1.6531,-0.3299,,9.846959727,12.06028985,14.29676708,9.296105722,0.550854005,0.130311914,406.5990925,126.192944,0.002670936,0.008605869,,0.130311914,,
2459635.595,198055,491.658,-13.242,0.0027,32219.4,275.347,-11.2703,0.0093,25933.3,253.565,-11.0346,0.0106,3185.44,203.831,-8.7579,0.0695,-1.9717,0.2357,2.5124,,-1.6353,-0.3364,,9.858329094,12.06564916,14.34237005,9.31208195,0.546247144,0.130358752,402.8308296,117.0138044,0.002695921,0.009280956,,0.130358752,,
2459635.597,192791,480.807,-13.2127,0.0027,31793,265.036,-11.2558,0.0091,26373.6,264.519,-11.0529,0.0109,3249.8,204.153,-8.7796,0.0682,-1.9569,0.2029,2.4762,,-1.6289,-0.328,,9.873111885,12.03290524,14.30618719,9.320376025,0.55273586,0.130342995,400.9737795,119.9572888,0.002708407,0.009053222,,0.130342995,,
2459635.599,190179,478.037,-13.1979,0.0027,32139.1,265.437,-11.2676,0.009,25582,243.178,-11.0198,0.0103,2996.08,216.029,-8.6914,0.0783,-1.9303,0.2478,2.5762,,-1.5979,-0.3324,,9.899677879,12.07774804,14.40620076,9.335222153,0.564455726,0.130337637,397.8332221,121.0799549,0.002729787,0.00896928,,0.130337637,,
2459635.6,185078,472.694,-13.1684,0.0028,31874.6,265.021,-11.2586,0.009,25825.4,253.265,-11.0301,0.0106,2795.12,202.871,-8.616,0.0788,-1.9098,0.2285,2.6426,,-1.5896,-0.3202,,9.920224864,12.05849422,14.47261071,0,0,0,391.5387121,120.2719784,0.002773672,0.009029535,,0.130342724,,
